Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
137.184.8.198-64.227.132.71-33046-5900-6,137.184.8.198,33046,64.227.132.71,5900,6,01/02/2023 07:26:44 AM,522827,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,45.90428573887729,15.301428579625764,74689.57142857142,126254.50937142422,259559.0,83.0,521837.0,173945.6666666667,149581.66848024304,260901.0,1225.0,522569.0,174189.6666666667,150067.19568690998,260867.0,907.0,0,0,0,0,136,136,7.650714289812882,7.650714289812882,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.67523640466798E15,0.0,1.67523640466798E15,1.67523640466798E15,NeedManualLabel
103.135.227.254-64.227.132.71-64593-445-6,103.135.227.254,64593,64.227.132.71,445,6,01/02/2023 07:26:39 AM,6297310,187,146,301674.0,2847.0,2726.0,0.0,1613.2299465240642,514.3868733185855,39.0,0.0,19.5,19.567125843953256,48357.314472369944,52.879721658930556,18967.801204819272,70975.80799570472,1222048.0,0.0,6297310.0,33856.505376344074,104188.65852970222,1374032.0,0.0,6186288.0,42664.055172413784,103001.63783485969,1222048.0,4090.0,0,0,0,0,3740,2920,29.69521906972977,23.184502589200783,0.0,2726.0,916.086826347305,879.8810499767659,774190.662108216,1,0,0,146,333,0,0,0,0.0,918.8378378378378,1613.2299465240642,19.5,0,0,0,304482,258,61845,0,905,0,8,65028,65535,185,20,0,0,0,0,1.675236399253662E15,0.0,1.675236399253662E15,1.675236399253662E15,NeedManualLabel
137.184.8.198-64.227.132.71-36310-5900-6,137.184.8.198,36310,64.227.132.71,5900,6,01/02/2023 07:26:45 AM,528854,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,45.38114489065035,15.127048296883448,75550.57142857143,128054.87953068812,263020.0,1.0,527742.0,175914.0,152346.6511578118,264552.0,1.0,528685.0,176228.3333333333,151789.42660914606,264588.0,959.0,0,0,0,0,136,136,7.563524148441724,7.563524148441724,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236405676636E15,0.0,1.675236405676636E15,1.675236405676636E15,NeedManualLabel
137.184.8.198-64.227.132.71-40048-5900-6,137.184.8.198,40048,64.227.132.71,5900,6,01/02/2023 07:26:46 AM,526635,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,45.57236036343958,15.190786787813192,75233.57142857142,127697.36096314747,262233.0,0.0,525672.0,175224.0,151749.4032805401,263378.0,0.0,526433.0,175477.6666666667,151314.7913765648,263237.0,755.0,0,0,0,0,136,136,7.595393393906596,7.595393393906596,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236406764582E15,0.0,1.675236406764582E15,1.675236406764582E15,NeedManualLabel
64.227.132.71-8.8.8.8-48660-53-6,64.227.132.71,48660,8.8.8.8,53,6,01/02/2023 07:26:44 AM,3432861,20,15,132.0,34782.0,22.0,0.0,6.6000000000000005,10.343571611595799,4200.0,0.0,2318.8,1700.6291356856311,10170.525401407165,10.195577391569307,100966.49999999999,353058.910093799,2000081.0,0.0,1432780.0,75409.4736842105,139786.68397294517,460736.0,29.0,3424193.0,244585.21428571426,529476.7001334254,2000116.0,0.0,0,0,0,0,648,488,5.82604422375389,4.369533167815417,0.0,4200.0,969.8333333333334,1579.1914477261546,2493845.6285714284,1,2,0,18,34,0,0,0,0.0,997.5428571428571,6.6,2318.8,0,0,0,34914,18,24526,0,3,0,993,64240,256,6,32,0,0,0,0,1.675236404160536E15,0.0,1.675236404160536E15,1.675236404160536E15,NeedManualLabel
14.192.3.197-64.227.132.71-50613-3939-6,14.192.3.197,50613,64.227.132.71,3939,6,01/02/2023 07:26:48 AM,34843,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.80067732399621,11614.333333333334,12965.345553950088,26239.0,1529.0,34843.0,17421.5,14632.160623093228,27768.0,7075.0,0,0,0,0,0,0,0,0,0,108,40,86.10050799299717,28.700169330999053,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,65160,0,32,0,0,0,0,1.675236408531034E15,0.0,1.675236408531034E15,1.675236408531034E15,NeedManualLabel
51.15.245.128-64.227.132.71-42954-10386-6,51.15.245.128,42954,64.227.132.71,10386,6,01/02/2023 07:26:52 AM,1168695,2,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333333333333337,0.5773502691896257,0.8556552393909446,4.278276196954723,292173.75,479393.9343201128,1001764.0,72.0,166859.0,166859.0,0.0,166859.0,166859.0,1167319.0,583659.5,825317.3573314087,1167247.0,72.0,0,0,0,0,40,64,1.7113104787818891,2.566965718172834,0.0,1.0,0.16666666666666669,0.408248290463863,0.16666666666666669,1,2,0,1,4,0,0,0,1.0,0.2,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1024,64240,0,20,0,0,0,0,1.675236412806058E15,0.0,1.675236412806058E15,1.675236412806058E15,NeedManualLabel
137.184.8.198-64.227.132.71-55512-5900-6,137.184.8.198,55512,64.227.132.71,5900,6,01/02/2023 07:26:53 AM,533849,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,44.95653265249162,14.985510884163874,76264.14285714287,129607.47759604584,266003.0,51.0,533219.0,177739.6666666667,153848.76535524533,266959.0,91.0,533656.0,177885.3333333333,153552.29311974905,266932.0,579.0,0,0,0,0,136,136,7.492755442081937,7.492755442081937,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236413537826E15,0.0,1.675236413537826E15,1.675236413537826E15,NeedManualLabel
51.15.245.128-64.227.132.71-42954-10386-6,51.15.245.128,42954,64.227.132.71,10386,6,01/02/2023 07:26:54 AM,54,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37037.03703703704,54.0,0.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,0,0,0,0,0,0,0,0,0,40,0,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,600,0,0,20,0,0,0,0,1.675236414138955E15,0.0,1.675236414138955E15,1.675236414138955E15,NeedManualLabel
14.192.3.197-64.227.132.71-50615-21-6,14.192.3.197,50615,64.227.132.71,21,6,01/02/2023 07:26:54 AM,31757,3,2,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,11.5,16.263455967290593,724.2497717038763,157.44560254432093,7939.250000000001,15059.62359810718,30521.0,39.0,31757.0,15878.5,21049.86176914233,30763.0,994.0,31476.0,31476.0,0.0,31476.0,31476.0,0,0,0,0,108,72,94.46736152659255,62.97824101772837,0.0,23.0,3.833333333333333,9.389710680668848,88.16666666666666,1,2,0,1,4,0,0,0,0.0,4.6,0.0,11.5,0,0,0,0,0,0,0,0,0,4,65535,510,0,32,0,0,0,0,1.675236414903721E15,0.0,1.675236414903721E15,1.675236414903721E15,NeedManualLabel
64.227.132.71-14.192.3.197-21-50615-6,64.227.132.71,21,14.192.3.197,50615,6,01/02/2023 07:26:54 AM,15419,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,129.71009793112393,15419.0,0.0,15419.0,15419.0,15419.0,15419.0,0.0,15419.0,15419.0,0,0,0,0,0,0,0,0,0,64,0,129.71009793112393,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,510,0,0,32,0,0,0,0,1.675236414938509E15,0.0,1.675236414938509E15,1.675236414938509E15,NeedManualLabel
14.192.3.197-64.227.132.71-50616-22-6,14.192.3.197,50616,64.227.132.71,22,6,01/02/2023 07:26:55 AM,28579,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.96290982889533,9526.333333333332,15542.272817491441,27467.0,154.0,28579.0,14289.5,18853.588106776915,27621.0,958.0,0,0,0,0,0,0,0,0,0,108,40,104.97218237167151,34.990727457223834,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,65160,0,32,0,0,0,0,1.67523641599273E15,0.0,1.67523641599273E15,1.67523641599273E15,NeedManualLabel
64.227.132.71-14.192.3.197-22-50616-6,64.227.132.71,22,14.192.3.197,50616,6,01/02/2023 07:26:56 AM,4536,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,440.9171075837742,4536.0,0.0,4536.0,4536.0,4536.0,4536.0,0.0,4536.0,4536.0,0,0,0,0,0,0,0,0,0,64,0,440.9171075837742,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,510,0,0,32,0,0,0,0,1.675236416022478E15,0.0,1.675236416022478E15,1.675236416022478E15,NeedManualLabel
14.192.3.197-64.227.132.71-50617-23-6,14.192.3.197,50617,64.227.132.71,23,6,01/02/2023 07:26:57 AM,29378,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.1563074409422,9792.666666666666,15048.432387904508,27134.0,166.0,29378.0,14689.0,17834.6472350871,27300.0,2078.0,0,0,0,0,0,0,0,0,0,108,40,102.11723058070665,34.03907686023555,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,65160,0,32,0,0,0,0,1.675236417025981E15,0.0,1.675236417025981E15,1.675236417025981E15,NeedManualLabel
64.227.132.71-14.192.3.197-23-50617-6,64.227.132.71,23,14.192.3.197,50617,6,01/02/2023 07:26:57 AM,340,2,0,7.0,0.0,7.0,0.0,3.5,4.949747468305833,0,0,0,0,20588.235294117647,5882.35294117647,340.0,0.0,340.0,340.0,340.0,340.0,0.0,340.0,340.0,0,0,0,0,0,1,0,0,0,64,0,5882.35294117647,0.0,0.0,7.0,4.666666666666666,4.041451884327381,16.333333333333336,1,0,0,1,2,0,0,0,0.0,7.0,3.5,0.0,0,0,0,0,0,0,1,3,0,0,510,0,0,32,0,0,0,0,1.675236417055475E15,0.0,1.675236417055475E15,1.675236417055475E15,NeedManualLabel
64.227.132.71-160.44.201.156-35096-443-6,64.227.132.71,35096,160.44.201.156,443,6,01/02/2023 07:26:56 AM,710006,9,9,1751.0,5608.0,856.0,0.0,194.55555555555554,306.0294557355187,2636.0,0.0,623.1111111111112,945.158114344426,10364.70114337062,25.351898434661116,41765.058823529405,69623.4018977012,163878.0,21.0,543689.0,67961.125,80080.97316455477,164653.0,53.0,548737.0,68592.125,93839.48924540929,212793.0,95.0,0,0,0,0,200,192,12.675949217330558,12.675949217330558,0.0,2636.0,387.31578947368416,702.4022314435242,493368.89473684214,1,2,0,8,17,0,0,0,1.0,408.8333333333333,194.55555555555554,623.1111111111111,0,0,0,7359,9,14827,0,97,0,311,64240,65,4,20,0,0,0,0,1.675236416675634E15,0.0,1.675236416675634E15,1.675236416675634E15,NeedManualLabel
64.227.132.71-160.44.201.156-35110-443-6,64.227.132.71,35110,160.44.201.156,443,6,01/02/2023 07:26:57 AM,735931,10,9,2628.0,5608.0,1452.0,0.0,262.8,453.84769838937524,2636.0,0.0,623.1111111111112,945.158114344426,11191.266572545524,25.817637794847613,40885.055555555555,70601.12468565274,167327.0,0.0,563419.0,62602.111111111095,80784.31836291689,167698.0,3.0,568604.0,71075.5,97620.34984278929,224682.0,0.0,0,0,0,0,220,192,13.58823041834085,12.229407376506765,0.0,2636.0,411.8,717.9595062617243,515465.8526315789,1,2,0,8,18,0,0,0,0.0,433.4736842105263,262.8,623.1111111111111,0,0,0,8236,10,16130,0,138,0,295,64240,73,5,20,0,0,0,0,1.675236417409753E15,0.0,1.675236417409753E15,1.675236417409753E15,NeedManualLabel
64.227.132.71-160.44.201.156-35118-443-6,64.227.132.71,35118,160.44.201.156,443,6,01/02/2023 07:26:58 AM,718468,10,9,2726.0,5608.0,1452.0,0.0,272.6,455.31605628520407,2636.0,0.0,623.1111111111112,945.158114344426,11599.681544619942,26.44515830906874,39914.88888888888,69310.8772270769,164873.0,1.0,549868.0,61096.444444444445,79435.76770748664,165807.0,4.0,554724.0,69340.5,95123.00297434445,216122.0,1.0,0,0,0,0,220,192,13.918504373194073,12.526653935874666,0.0,2636.0,416.70000000000005,717.3468000757704,514586.43157894735,1,2,0,8,18,0,0,0,0.0,438.63157894736844,272.6,623.1111111111111,0,0,0,8334,10,16586,0,143,0,295,64240,73,5,20,0,0,0,0,1.675236418579666E15,0.0,1.675236418579666E15,1.675236418579666E15,NeedManualLabel
137.184.8.198-64.227.132.71-42174-5900-6,137.184.8.198,42174,64.227.132.71,5900,6,01/02/2023 07:27:00 AM,523703,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,45.8275014655253,15.275833821841768,74814.71428571428,126859.87129862918,260585.0,0.0,522642.0,174214.0,150875.4964300035,262047.0,0.0,523557.0,174519.0,150340.5835062509,261911.0,922.0,0,0,0,0,136,136,7.637916910920884,7.637916910920884,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236420878486E15,0.0,1.675236420878486E15,1.675236420878486E15,NeedManualLabel
165.22.197.149-64.227.132.71-52512-3389-6,165.22.197.149,52512,64.227.132.71,3389,6,01/02/2023 07:27:01 AM,1252585,3,4,43.0,1.0,43.0,0.0,14.333333333333334,24.826061575153908,1.0,0.0,0.25,0.5,35.1273566264964,5.588443099669883,208764.1666666667,401005.1291280034,1001600.0,0.0,250728.0,125364.0,177291.4690333407,250728.0,0.0,1251490.0,417163.3333333334,521311.98045348364,1001600.0,79.0,0,0,0,0,72,92,2.395047042715664,3.1933960569542186,0.0,43.0,5.5,15.156328239856967,229.71428571428575,1,2,0,2,6,0,0,0,1.0,6.285714285714286,14.333333333333334,0.25,0,0,0,0,0,0,0,6,0,0,8192,502,1,20,0,0,0,0,1.675236421011523E15,0.0,1.675236421011523E15,1.675236421011523E15,NeedManualLabel
137.184.8.198-64.227.132.71-44642-5900-6,137.184.8.198,44642,64.227.132.71,5900,6,01/02/2023 07:27:01 AM,551635,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,43.50702910438968,14.50234303479656,78805.0,123982.54601354177,259618.0,104.0,550587.0,183529.0,132884.64758202882,260723.0,30088.0,551460.0,183820.0,159042.39760516692,289810.0,944.0,0,0,0,0,136,136,7.25117151739828,7.25117151739828,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236421881936E15,0.0,1.675236421881936E15,1.675236421881936E15,NeedManualLabel
14.192.3.197-64.227.132.71-50620-80-6,14.192.3.197,50620,64.227.132.71,80,6,01/02/2023 07:27:05 AM,31138,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.4604020810585,10379.333333333332,16990.181939382914,29994.0,233.0,31138.0,15569.0,20729.542397264828,30227.0,911.0,0,0,0,0,0,0,0,0,0,108,40,96.34530156079389,32.115100520264626,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,65160,0,32,0,0,0,0,1.675236425801287E15,0.0,1.675236425801287E15,1.675236425801287E15,NeedManualLabel
64.227.132.71-14.192.3.197-80-50620-6,64.227.132.71,80,14.192.3.197,50620,6,01/02/2023 07:27:05 AM,9725,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,205.65552699228795,9725.0,0.0,9725.0,9725.0,9725.0,9725.0,0.0,9725.0,9725.0,0,0,0,0,0,0,0,0,0,64,0,205.65552699228795,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,510,0,0,32,0,0,0,0,1.675236425834554E15,0.0,1.675236425834554E15,1.675236425834554E15,NeedManualLabel
14.192.3.197-64.227.132.71-50621-81-6,14.192.3.197,50621,64.227.132.71,81,6,01/02/2023 07:27:07 AM,113639,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.199183378945605,37879.66666666667,65386.19993800934,113381.0,0.0,113639.0,56819.5,80354.90750725807,113639.0,0.0,0,0,0,0,0,0,0,0,0,108,40,26.399387534209204,8.799795844736401,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,65160,0,32,0,0,0,0,1.675236427206692E15,0.0,1.675236427206692E15,1.675236427206692E15,NeedManualLabel
64.227.132.71-14.192.3.197-81-50621-6,64.227.132.71,81,14.192.3.197,50621,6,01/02/2023 07:27:07 AM,13355,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,149.75664545114188,13355.0,0.0,13355.0,13355.0,13355.0,13355.0,0.0,13355.0,13355.0,0,0,0,0,0,0,0,0,0,64,0,149.75664545114188,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,510,0,0,32,0,0,0,0,1.675236427326547E15,0.0,1.675236427326547E15,1.675236427326547E15,NeedManualLabel
66.175.212.168-64.227.132.71-60498-8080-6,66.175.212.168,60498,64.227.132.71,8080,6,01/02/2023 07:27:06 AM,1228060,3,5,89.0,1.0,89.0,0.0,29.666666666666664,51.3841739578767,1.0,0.0,0.2,0.4472135954999579,73.28632151523541,6.5143396902431485,175437.14285714287,373992.2789160353,1002088.0,0.0,225637.0,112818.5,159549.452786589,225637.0,0.0,1227117.0,306779.25,475495.1853463748,1002088.0,56.0,0,0,0,0,104,168,2.4428773838411804,4.071462306401967,0.0,89.0,10.0,29.626845934051097,877.7500000000001,1,2,0,2,7,0,0,0,1.0,11.25,29.666666666666668,0.2,0,0,0,0,0,0,0,11,0,0,64240,509,1,32,0,0,0,0,1.675236426112545E15,0.0,1.675236426112545E15,1.675236426112545E15,NeedManualLabel
66.175.212.168-64.227.132.71-60498-8080-6,66.175.212.168,60498,64.227.132.71,8080,6,01/02/2023 07:27:07 AM,739,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2706.3599458728013,739.0,0.0,739.0,739.0,739.0,739.0,0.0,739.0,739.0,0,0,0,0,0,0,0,0,0,64,0,2706.3599458728013,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,502,0,0,32,0,0,0,0,1.675236427565149E15,0.0,1.675236427565149E15,1.675236427565149E15,NeedManualLabel
14.192.3.197-64.227.132.71-50622-443-6,14.192.3.197,50622,64.227.132.71,443,6,01/02/2023 07:27:09 AM,32871,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.68780992364091,10957.0,17817.15154001896,31525.0,262.0,32871.0,16435.5,21710.29950277057,31787.0,1084.0,0,0,0,0,0,0,0,0,0,108,40,91.26585744273068,30.421952480910228,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,65160,0,32,0,0,0,0,1.675236429102558E15,0.0,1.675236429102558E15,1.675236429102558E15,NeedManualLabel
64.227.132.71-14.192.3.197-443-50622-6,64.227.132.71,443,14.192.3.197,50622,6,01/02/2023 07:27:09 AM,4711,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,424.53831458289113,4711.0,0.0,4711.0,4711.0,4711.0,4711.0,0.0,4711.0,4711.0,0,0,0,0,0,0,0,0,0,64,0,424.53831458289113,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,510,0,0,32,0,0,0,0,1.675236429138552E15,0.0,1.675236429138552E15,1.675236429138552E15,NeedManualLabel
209.141.41.38-64.227.132.71-49016-22-6,209.141.41.38,49016,64.227.132.71,22,6,01/02/2023 07:27:07 AM,2734575,12,10,1382.0,1247.0,976.0,0.0,115.16666666666666,274.90091878987084,655.0,0.0,124.69999999999999,202.2067423867628,961.3925381457814,8.045125842224111,130217.85714285714,220958.89579609275,964849.0,0.0,2734575.0,248597.72727272726,352396.01723177603,1245577.0,0.0,2495947.0,277327.44444444444,279473.0485847925,964849.0,4120.0,0,0,0,0,392,328,4.38825045939497,3.6568753828291416,0.0,976.0,114.30434782608697,234.85187493834354,55155.40316205535,1,2,0,12,21,0,0,0,0.0,119.5,115.16666666666667,124.7,0,0,0,2405,10,1924,0,62,0,56,64240,501,7,32,0,0,0,0,1.675236427087182E15,0.0,1.675236427087182E15,1.675236427087182E15,NeedManualLabel
64.227.132.71-209.141.41.38-22-49016-6,64.227.132.71,22,209.141.41.38,49016,6,01/02/2023 07:27:09 AM,793,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2522.068095838588,793.0,0.0,793.0,793.0,793.0,793.0,0.0,793.0,793.0,0,0,0,0,0,0,0,0,0,64,0,2522.068095838588,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,501,0,0,32,0,0,0,0,1.675236429821958E15,0.0,1.675236429821958E15,1.675236429821958E15,NeedManualLabel
137.184.8.198-64.227.132.71-60782-5900-6,137.184.8.198,60782,64.227.132.71,5900,6,01/02/2023 07:27:10 AM,514260,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,46.66900011667249,15.556333372224165,73465.71428571428,124611.39181566866,256560.0,0.0,513372.0,171124.0,148197.78391393038,256811.0,0.0,514009.0,171336.3333333333,147765.38540650628,257929.0,718.0,0,0,0,0,136,136,7.778166686112082,7.778166686112082,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236430235508E15,0.0,1.675236430235508E15,1.675236430235508E15,NeedManualLabel
119.82.135.226-64.227.132.71-55020-22-6,119.82.135.226,55020,64.227.132.71,22,6,01/02/2023 07:27:09 AM,1814802,11,10,1414.0,1247.0,976.0,0.0,128.54545454545453,285.98753946155193,655.0,0.0,124.69999999999999,202.2067423867628,1466.275659824047,11.571510280460348,90740.1,210865.97375481995,960744.0,0.0,1814802.0,181480.2,332171.252820255,1113189.0,0.0,1705791.0,189532.3333333333,294389.30856945197,960744.0,2204.0,0,0,0,0,360,328,6.0612672897649436,5.510242990695404,0.0,976.0,120.95454545454548,239.1732739633653,57203.85497835499,1,2,0,12,20,0,0,0,0.0,126.71428571428571,128.54545454545453,124.7,0,0,0,2437,10,4112,0,67,0,59,64240,501,7,32,0,0,0,0,1.675236429525239E15,0.0,1.675236429525239E15,1.675236429525239E15,NeedManualLabel
64.227.132.71-119.82.135.226-22-55020-6,64.227.132.71,22,119.82.135.226,55020,6,01/02/2023 07:27:11 AM,1348,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1483.679525222552,1348.0,0.0,1348.0,1348.0,1348.0,1348.0,0.0,1348.0,1348.0,0,0,0,0,0,0,0,0,0,64,0,1483.679525222552,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,501,0,0,32,0,0,0,0,1.675236431340178E15,0.0,1.675236431340178E15,1.675236431340178E15,NeedManualLabel
119.82.135.226-64.227.132.71-54886-22-6,119.82.135.226,54886,64.227.132.71,22,6,01/02/2023 07:27:08 AM,3360474,18,17,2646.0,2047.0,976.0,0.0,147.0,246.790456484372,655.0,0.0,120.41176470588235,177.99124234900202,1396.5291801097108,10.415197379893431,98837.4705882353,300251.35226624913,1773150.0,28.0,3360474.0,197674.94117647057,410755.9134393975,1773150.0,83.0,3360183.0,210011.43749999997,460713.1646668339,1926304.0,1356.0,0,0,0,0,584,552,5.356387223945194,5.058810155948239,0.0,976.0,130.36111111111114,211.52158319833504,44741.38015873017,1,2,0,22,34,0,0,0,0.0,134.0857142857143,147.0,120.41176470588235,0,0,0,2346,11,3538,0,75,0,58,64240,501,13,32,0,0,0,0,1.675236428701344E15,0.0,1.675236428701344E15,1.675236428701344E15,NeedManualLabel
137.184.8.198-64.227.132.71-38180-5900-6,137.184.8.198,38180,64.227.132.71,5900,6,01/02/2023 07:27:13 AM,511109,4,4,12.0,12.0,12.0,0.0,3.0,6.0,12.0,0.0,3.0,6.0,46.9567156907822,15.652238563594066,73015.57142857143,123874.66541745215,254419.0,0.0,510123.0,170041.0,147260.44911312746,255490.0,0.0,510895.0,170298.3333333333,146795.3424647163,255631.0,795.0,0,0,0,0,136,136,7.826119281797033,7.826119281797033,0.0,12.0,2.6666666666666665,5.291502622129181,28.0,1,2,0,2,7,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,29200,510,1,32,0,0,0,0,1.675236433266308E15,0.0,1.675236433266308E15,1.675236433266308E15,NeedManualLabel
